49,Yes,https://www.biospace.com/article/releases/lattice-biologics-ltd-announces-initial-recruitment-of-patients-for-a-phase-1-clinical-trial-to-access-safety-and-efficacy-of-amnioboost-for-treatment-of-covid-19/,https://www.biospace.com/article/releases/lattice-biologics-ltd-announces-initial-recruitment-of-patients-for-a-phase-1-clinical-trial-to-access-safety-and-efficacy-of-amnioboost-for-treatment-of-covid-19/,,https://www.biospace.com/article/releases/lattice-biologics-ltd-announces-initial-recruitment-of-patients-for-a-phase-1-clinical-trial-to-access-safety-and-efficacy-of-amnioboost-for-treatment-of-covid-19/,https://www.biospace.com/article/releases/lattice-biologics-ltd-announces-initial-recruitment-of-patients-for-a-phase-1-clinical-trial-to-access-safety-and-efficacy-of-amnioboost-for-treatment-of-covid-19/,https://www.biospace.com/article/releases/lattice-biologics-ltd-announces-initial-recruitment-of-patients-for-a-phase-1-clinical-trial-to-access-safety-and-efficacy-of-amnioboost-for-treatment-of-covid-19/,https://www.biospace.com/article/releases/lattice-biologics-ltd-announces-initial-recruitment-of-patients-for-a-phase-1-clinical-trial-to-access-safety-and-efficacy-of-amnioboost-for-treatment-of-covid-19/,https://www.biospace.com/article/releases/lattice-biologics-ltd-announces-initial-recruitment-of-patients-for-a-phase-1-clinical-trial-to-access-safety-and-efficacy-of-amnioboost-for-treatment-of-covid-19/,https://www.biospace.com/article/releases/lattice-biologics-ltd-announces-initial-recruitment-of-patients-for-a-phase-1-clinical-trial-to-access-safety-and-efficacy-of-amnioboost-for-treatment-of-covid-19/,https://www.biospace.com/article/releases/lattice-biologics-ltd-announces-initial-recruitment-of-patients-for-a-phase-1-clinical-trial-to-access-safety-and-efficacy-of-amnioboost-for-treatment-of-covid-19/,https://www.biospace.com/article/releases/lattice-biologics-ltd-announces-initial-recruitment-of-patients-for-a-phase-1-clinical-trial-to-access-safety-and-efficacy-of-amnioboost-for-treatment-of-covid-19/,https://www.biospace.com/article/releases/lattice-biologics-ltd-announces-initial-recruitment-of-patients-for-a-phase-1-clinical-trial-to-access-safety-and-efficacy-of-amnioboost-for-treatment-of-covid-19/,,,https://www.businesswire.com/news/home/20200317005218/en/Lattice-Biologics-Ltd.-Announces-Initial-Recruitment-Patients,,,,,,,https://www.businesswire.com/news/home/20200317005218/en/Lattice-Biologics-Ltd.-Announces-Initial-Recruitment-Patients,,,,,,https://www.businesswire.com/news/home/20200317005218/en/Lattice-Biologics-Ltd.-Announces-Initial-Recruitment-Patients,https://www.businesswire.com/news/home/20200317005218/en/Lattice-Biologics-Ltd.-Announces-Initial-Recruitment-Patients,https://www.businesswire.com/news/home/20200317005218/en/Lattice-Biologics-Ltd.-Announces-Initial-Recruitment-Patients,https://www.businesswire.com/news/home/20200317005218/en/Lattice-Biologics-Ltd.-Announces-Initial-Recruitment-Patients,https://www.businesswire.com/news/home/20200317005218/en/Lattice-Biologics-Ltd.-Announces-Initial-Recruitment-Patients,https://www.businesswire.com/news/home/20200317005218/en/Lattice-Biologics-Ltd.-Announces-Initial-Recruitment-Patients,https://www.businesswire.com/news/home/20200317005218/en/Lattice-Biologics-Ltd.-Announces-Initial-Recruitment-Patients,,,,,,,,,,
50,No,,,,Enanta Pharmaceuticals,Therapeutic,COVID-19,Unknown,Antiviral drugs-not specified,New,Enanta Pharmaceuticals,United States,Ongoing,direct acting antiviral,,Discovery,,03/13/2020,,,,,,,,,,,,,,,,,,,,,,,Zain,04/02/2020,,,
50,Yes,,,,https://www.enanta.com/investors/news-releases/press-release/2020/Enanta-Pharmaceuticals-Announces-Efforts-to-Discover-a-Treatment-for-the-Novel-Coronavirus-Disease-COVID-19/default.aspx,https://www.enanta.com/investors/news-releases/press-release/2020/Enanta-Pharmaceuticals-Announces-Efforts-to-Discover-a-Treatment-for-the-Novel-Coronavirus-Disease-COVID-19/default.aspx,https://www.enanta.com/investors/news-releases/press-release/2020/Enanta-Pharmaceuticals-Announces-Efforts-to-Discover-a-Treatment-for-the-Novel-Coronavirus-Disease-COVID-19/default.aspx,https://www.enanta.com/investors/news-releases/press-release/2020/Enanta-Pharmaceuticals-Announces-Efforts-to-Discover-a-Treatment-for-the-Novel-Coronavirus-Disease-COVID-19/default.aspx,https://www.enanta.com/investors/news-releases/press-release/2020/Enanta-Pharmaceuticals-Announces-Efforts-to-Discover-a-Treatment-for-the-Novel-Coronavirus-Disease-COVID-19/default.aspx,https://www.enanta.com/investors/news-releases/press-release/2020/Enanta-Pharmaceuticals-Announces-Efforts-to-Discover-a-Treatment-for-the-Novel-Coronavirus-Disease-COVID-19/default.aspx,https://www.enanta.com/investors/news-releases/press-release/2020/Enanta-Pharmaceuticals-Announces-Efforts-to-Discover-a-Treatment-for-the-Novel-Coronavirus-Disease-COVID-19/default.aspx,https://www.enanta.com/investors/news-releases/press-release/2020/Enanta-Pharmaceuticals-Announces-Efforts-to-Discover-a-Treatment-for-the-Novel-Coronavirus-Disease-COVID-19/default.aspx,https://www.enanta.com/investors/news-releases/press-release/2020/Enanta-Pharmaceuticals-Announces-Efforts-to-Discover-a-Treatment-for-the-Novel-Coronavirus-Disease-COVID-19/default.aspx,https://www.enanta.com/investors/news-releases/press-release/2020/Enanta-Pharmaceuticals-Announces-Efforts-to-Discover-a-Treatment-for-the-Novel-Coronavirus-Disease-COVID-19/default.aspx,,https://www.enanta.com/investors/news-releases/press-release/2020/Enanta-Pharmaceuticals-Announces-Efforts-to-Discover-a-Treatment-for-the-Novel-Coronavirus-Disease-COVID-19/default.aspx,,https://www.enanta.com/investors/news-releases/press-release/2020/Enanta-Pharmaceuticals-Announces-Efforts-to-Discover-a-Treatment-for-the-Novel-Coronavirus-Disease-COVID-19/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,No,VAAST,VAAST,Vaxart,Emergent BioSolutions,Therapeutic,COVID-19,Recombinant Vaccines,Other antiviral drugs,New,Emergent BioSolutions; Vaxart,USA,Ongoing,oral vaccine; recombinant adenovirus expressing HA; Non-Replicating Viral Vector,,Pre-Clinical Testing,,01/2020,16/03/2020,,,,06/2020,,,,,,1,COVID-19,,,,,,,,,,,Ekaterina Zvorykina,02.04.2020,,,
51,Yes,,,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,No,LEAPS COVID-19,LEAPS COVID-19,,CEL-SCI,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Antiviral drugs-broad spectrum,New,CEL-SCI; University of Georgia’s (UGA’s) Center for Vaccines,USA,Ongoing,immunotherapy,,Pre-Clinical Testing,,03/2020,23/03/2020,,,,,,,,,,1,COVID-19,,,,,,,,,,,Ekaterina Zvorykina,02.04.2020,,,
52,Yes,,,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,No,Anti-SARS-CoV-2 polyclonal hyperimmune globulin (H-IG),Anti-SARS-CoV-2 polyclonal hyperimmune globulin (H-IG),TAK-888,Takeda Pharmaceutical Company,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Antiviral drugs-broad spectrum,New,Takeda Pharmaceutical Company,Japan,Ongoing,a plasma-derived therapy,,Pre-Clinical Testing,,06/03/2020,,,,,,,,,,,1,COVID-19,,,,,,,,,,,Ekaterina Zvorykina,02.04.2020,,,
53,Yes,,,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,No,Azithromycin-Hydroxychloroquine Combination,Azithromycin-Hydroxychloroquine Combination,,Pfizer,Therapeutic,COVID-19,Other,Antibiotics and antiparasitics,Repurposed-Not Approved,Pfizer,USA,Ongoing,,,Discovery,,,,,,,,,,,,,,,,,,,,,,,,,Ekaterina Zvorykina,02.04.2020,,,
54,Yes,,,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,No,OT-101,OT-101,,Mateon Therapeutics,Therapeutic,COVID-19,protein based,antiviral drugs- broad spectrum,repurposed,,United States,ongoing,used to treat COVID-19 induced pneumonia,,phase 3,,,,,,,,,,,,,,,,,,,,,,,,Daisy,,,,,
55,Yes,,,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,No,Remdesivir,Remdesivir,,Columbia University,Therapeutic,COVID-19,small molecule,antiviral- not specified,repurposed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Yes,hydroxycholoroquine (?),hydroxycholoroquine (?),,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,No,,,,Southwest Research Institute,Therapeutic,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Yes,,,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,No,,,,NanoViricides,Therapeutic,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Yes,,,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,No,modified anti-SARS-CoV-2 antibodies,modified anti-SARS-CoV-2 antibodies,,Vir Biotechnology,Prophylactic/Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Monoclonal antibodies,New,Wuxi Biologics; Biogen,,Ongoing,2 different modifications of one single clone of antibody originally developed against SARS-CoV-1; shown to act as both vaccine and therapeutic,,Pre-Clinical Testing,,,Started,,,,,,,,,,,,,,,,,,,,,,Yiwei Liu,4/1/2020,,,
59,Yes,https://www.statnews.com/2020/03/25/vir-biotechnology-reports-early-progress-in-antibody-treatment-for-covid-19/,https://www.statnews.com/2020/03/25/vir-biotechnology-reports-early-progress-in-antibody-treatment-for-covid-19/,,https://www.statnews.com/2020/03/25/vir-biotechnology-reports-early-progress-in-antibody-treatment-for-covid-19/,https://www.fiercebiotech.com/biotech/scangos-vir-biotechnology-to-test-covid-19-antibody-summer; https://www.biospace.com/article/vir-biotechnology-ids-2-monoclonal-antibodies-against-the-covid-19-coronavirus/,https://www.statnews.com/2020/03/25/vir-biotechnology-reports-early-progress-in-antibody-treatment-for-covid-19/,https://www.statnews.com/2020/03/25/vir-biotechnology-reports-early-progress-in-antibody-treatment-for-covid-19/,https://www.fiercebiotech.com/biotech/scangos-vir-biotechnology-to-test-covid-19-antibody-summer,https://www.fiercebiotech.com/biotech/scangos-vir-biotechnology-to-test-covid-19-antibody-summer,https://www.statnews.com/2020/03/25/vir-biotechnology-reports-early-progress-in-antibody-treatment-for-covid-19/,,https://www.statnews.com/2020/03/25/vir-biotechnology-reports-early-progress-in-antibody-treatment-for-covid-19/,https://www.fiercebiotech.com/biotech/scangos-vir-biotechnology-to-test-covid-19-antibody-summer,,https://www.statnews.com/2020/03/25/vir-biotechnology-reports-early-progress-in-antibody-treatment-for-covid-19/,,,https://www.statnews.com/2020/03/25/vir-biotechnology-reports-early-progress-in-antibody-treatment-for-covid-19/,,,,,,,,,,,,,,,,,,,,,,,,,,
60,No,siRNA against  SARS-CoV-1/2,siRNA against  SARS-CoV-1/2,,Alnylam; Vir Biotechnology,Therapeutic,COVID-19,Nucleic acid based therapies/vaccines,Antiviral drugs-antiretrovirals,New,,,Ongoing,350 candidates undergoing in vitro test,,Pre-Clinical Testing,,,Started,,,,,,,,,,,,,,,,,,,,,,Yiwei Liu,4/1/2020,,,
60,Yes,https://investors.alnylam.com/press-release?id=24656,https://investors.alnylam.com/press-release?id=24656,,https://investors.alnylam.com/press-release?id=24656,https://investors.alnylam.com/press-release?id=24656,https://investors.alnylam.com/press-release?id=24656,https://investors.alnylam.com/press-release?id=24656,https://investors.alnylam.com/press-release?id=24656,https://investors.alnylam.com/press-release?id=24656,,,https://investors.alnylam.com/press-release?id=24656,https://investors.alnylam.com/press-release?id=24656,,,,,https://investors.alnylam.com/press-release?id=24656,,,,,,,,,,,,,,,,,,,,,,,,,,
61,No,siRNA against  SARS-CoV-2,siRNA against  SARS-CoV-2,,Sirnaomics,Therapeutic,COVID-19,Nucleic acid based therapies/vaccines,Antiviral drugs-antiretrovirals,New,,,Ongoing,150 candidates under in vitro test,,Pre-Clinical Testing,,,Started,,,,,,,,,,,,,,,,,,,,,,Yiwei Liu,4/1/2020,,,
61,Yes,https://sirnaomics.com/news/sirnaomics-advances-rnai-based-prophylactics-and-therapeutics-to-battle-sari-caused-by-2019-ncov/,https://sirnaomics.com/news/sirnaomics-advances-rnai-based-prophylactics-and-therapeutics-to-battle-sari-caused-by-2019-ncov/,,https://sirnaomics.com/news/sirnaomics-advances-rnai-based-prophylactics-and-therapeutics-to-battle-sari-caused-by-2019-ncov/,,https://sirnaomics.com/news/sirnaomics-advances-rnai-based-prophylactics-and-therapeutics-to-battle-sari-caused-by-2019-ncov/,https://sirnaomics.com/news/sirnaomics-advances-rnai-based-prophylactics-and-therapeutics-to-battle-sari-caused-by-2019-ncov/,https://sirnaomics.com/news/sirnaomics-advances-rnai-based-prophylactics-and-therapeutics-to-battle-sari-caused-by-2019-ncov/,https://sirnaomics.com/news/sirnaomics-advances-rnai-based-prophylactics-and-therapeutics-to-battle-sari-caused-by-2019-ncov/,,,https://sirnaomics.com/news/sirnaomics-advances-rnai-based-prophylactics-and-therapeutics-to-battle-sari-caused-by-2019-ncov/,https://www.npr.org/sections/health-shots/2020/02/19/807338329/hunt-for-new-coronavirus-treatments-includes-gene-silencing-and-monoclonal-antib,,https://www.npr.org/sections/health-shots/2020/02/19/807338329/hunt-for-new-coronavirus-treatments-includes-gene-silencing-and-monoclonal-antib,,,https://www.npr.org/sections/health-shots/2020/02/19/807338329/hunt-for-new-coronavirus-treatments-includes-gene-silencing-and-monoclonal-antib,,,,,,,,,,,,,,,,,,,,,,,,,,
63,No,,,,AbCellera Biologics; Eli Lilly and Company,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Monoclonal antibodies,New,Vaccine Research Centre - NIAID,Canada,Ongoing,Monoclonal antibodies; 500 antibody sequences isolated 03/12/2020,,Discovery,,03/05/2020,,,,,,,,,,,,,,,,,,,,,,,Gabbie,04/01/2020,,,
63,Yes,https://www.genengnews.com/news/to-develop-coronavirus-treatment-lilly-taps-abcellera-antibody-platform/,https://www.genengnews.com/news/to-develop-coronavirus-treatment-lilly-taps-abcellera-antibody-platform/,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,No,BDB-001,BDB-001,,Beijing Defengrei Biotechnology,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Monoclonal antibodies,Repurposed-Not Approved,Staidson (Beijing) Biopharmaceuticals Co. Ltd; InflaRx,China,Ongoing,Anti-C5a Antibody; Phase 2 trial number 2020L0003,,Phase 2,,Repurposed,SKIPPED,SKIPPED,SKIPPED,02/07/2020,SKIPPED,UNKNOWN,,,,,2,COVID-19,,No,,,,,,,,,Gabbie,04/01/2020,,,
64,Yes,https://www.clinicaltrialsarena.com/news/inflarx-covid-19-dosing-europe/,https://www.clinicaltrialsarena.com/news/inflarx-covid-19-dosing-europe/,,,,COVID-19,,,https://www.medrxiv.org/content/10.1101/2020.03.29.20041962v1.full.pdf,,,,,,https://www.bioworld.com/articles/433447-increasing-number-of-biopharma-drugs-target-covid-19-as-virus-spreads,,,,,,https://www.staidson.com/article/147.html,,https://www.medrxiv.org/content/10.1101/2020.03.29.20041962v1,,,,,https://www.medrxiv.org/content/10.1101/2020.03.29.20041962v1.full.pdf,,,,,,,,,,,,,,,,
65,No,siltuximab,siltuximab,Sylvant,EUSA Pharma,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Monoclonal antibodies,Repurposed-Approved,Ergomed,England,Ongoing,Clinical trial NCT04322188 started but phase UNKNOWN,,,,Repurposed,SKIPPED,SKIPPED,SKIPPED,UNKNOWN,,,,,,,UNKNOWN,COVID-19,50,No,1,Papa Giovanni XXIII Hospital - Italy,03/19/2020,05/19/2020,,,,,Gabbie,04/02/2020,,,
65,Yes,https://www.clinicaltrialsarena.com/news/eusa-pharma-siltuximab-study-covid-19/,https://www.clinicaltrialsarena.com/news/eusa-pharma-siltuximab-study-covid-19/,,,,COVID-19,,,,,,,https://www.clinicaltrials.gov/ct2/show/record/NCT04322188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,No,47D11,47D11,,Harbour Biomed,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Monoclonal antibodies,New,Mount Sinai; Utrecht University; Eurasmus MC,China,Ongoing,Monoclonal antibodies,,Pre-Clinical Testing,,03/12/2020,03/12/2020,03/12/2020,,,,,,,,,,,,,,,,,,,,,Gabbie,04/02/2020,,,
66,Yes,https://www.biorxiv.org/content/10.1101/2020.03.11.987958v1.full.pdf+html,https://www.biorxiv.org/content/10.1101/2020.03.11.987958v1.full.pdf+html,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,No,PolyTope mAb Therapy,PolyTope mAb Therapy,,ImmunoPrecise Antibodies Ltd; EVQLV,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Monoclonal antibodies,New,,Canada,Ongoing,Monoclonal antibodies,,Pre-Clinical Testing,,03/12/2020,03/30/2020,,,,,,,,,,,,,,,,,,,,,,Rebecca Taylor,04/01/2020,,,
67,Yes,,,,https://www.proactiveinvestors.com/companies/news/916160/immunoprecise-antibodies-and-its-ai-collaborator-team-up-on-research-program-to-help-fight-coronavirus-916160.html,https://www.proactiveinvestors.com/companies/news/916160/immunoprecise-antibodies-and-its-ai-collaborator-team-up-on-research-program-to-help-fight-coronavirus-916160.html,COVID-19,https://www.thepharmaletter.com/article/immunoprecise-debuts-polytope-mab-therapy-to-tackle-coronavirus-pandemic,https://www.thepharmaletter.com/article/immunoprecise-debuts-polytope-mab-therapy-to-tackle-coronavirus-pandemic,https://www.thepharmaletter.com/article/immunoprecise-debuts-polytope-mab-therapy-to-tackle-coronavirus-pandemic,,https://www.thepharmaletter.com/article/immunoprecise-debuts-polytope-mab-therapy-to-tackle-coronavirus-pandemic,,https://www.proactiveinvestors.com/companies/news/916160/immunoprecise-antibodies-and-its-ai-collaborator-team-up-on-research-program-to-help-fight-coronavirus-916160.html,,https://www.immunoprecise.com/immunoprecises-artificial-intelligence-partner-evqlv-submits-first-panel-of-optimized-antibody-sequences-to-coronavirus-for-polytope-mab-therapy-program/,,https://www.immunoprecise.com/immunoprecise-announces-the-launch-of-polytope-mab-therapy-tm-to-tackle-coronavirus-pandemic/,https://www.immunoprecise.com/immunoprecises-artificial-intelligence-partner-evqlv-submits-first-panel-of-optimized-antibody-sequences-to-coronavirus-for-polytope-mab-therapy-program/,,,,,,,,,,,,,,,,,,,,,,,,,,
68,No,IFX-1,IFX-1,,InflaRx,Therapeutic,COVID-19,Protein-based (including monoclonal antibodies),Monoclonal antibodies,Repurposed-Approved,,Germany,Ongoing,Monoclonal antibodies,,Phase 1,,02/00/2020,03/00/2020,,,02/00/2020,03/00/2020,03/31/00,,,,,1,COVID19,2,No,1,China,03/31/20,,,,,,Rebecca Taylor,04/02/2020,,,
68,Yes,,,,https://www.inflarx.de/Home/Investors/Press-Releases/03-2020-InflaRx-Doses-First-Patient-in-Multicenter-Randomized-Clinical-Trial-in-Severe-Progressed-COVID-19-Pneumonia-in-Europe-upon-Receipt-of-Initial-Positive-Human-Data-with-InflaRx-s-anti-C5a-Technology.html,https://www.clinicaltrialsarena.com/news/inflarx-covid-19-dosing-europe/,COVID-19,https://www.nature.com/articles/d41587-020-00005-z,https://www.nature.com/articles/d41587-020-00005-z,https://www.inflarx.de/Home/Research---Development/Pipeline.html,,https://www.inflarx.de/Home/Investors/Press-Releases/03-2020-InflaRx-Doses-First-Patient-in-Multicenter-Randomized-Clinical-Trial-in-Severe-Progressed-COVID-19-Pneumonia-in-Europe-upon-Receipt-of-Initial-Positive-Human-Data-with-InflaRx-s-anti-C5a-Technology.html,https://www.clinicaltrialsarena.com/news/inflarx-covid-19-dosing-europe/,https://www.nature.com/articles/d41587-020-00005-z,,https://www.inflarx.de/Home/Investors/Press-Releases/03-2020-InflaRx-Doses-First-Patient-in-Multicenter-Randomized-Clinical-Trial-in-Severe-Progressed-COVID-19-Pneumonia-in-Europe-upon-Receipt-of-Initial-Positive-Human-Data-with-InflaRx-s-anti-C5a-Technology.html,,https://www.inflarx.de/Home/Investors/Press-Releases/02-2020-InflaRx-Announces-Positive-Initial-Data-from-Ongoing-Phase-IIa-Open-Label-Study-with-IFX-1-in-Patients-Suffering-from-Pyoderma-Gangraenosum-.html,https://www.inflarx.de/Home/Investors/Press-Releases/02-2020-InflaRx-Announces-Positive-Initial-Data-from-Ongoing-Phase-IIa-Open-Label-Study-with-IFX-1-in-Patients-Suffering-from-Pyoderma-Gangraenosum-.html,,,https://www.genengnews.com/virology/coronavirus/catching-up-to-coronavirus-top-60-treatments-in-development/,https://www.clinicaltrialsarena.com/news/inflarx-covid-19-dosing-europe/,https://www.nature.com/articles/d41587-020-00005-z,,,,,https://www.nature.com/articles/d41587-020-00005-z,https://www.nature.com/articles/d41587-020-00005-z,https://www.inflarx.de/Home/Investors/Press-Releases/03-2020-InflaRx-Doses-First-Patient-in-Multicenter-Randomized-Clinical-Trial-in-Severe-Progressed-COVID-19-Pneumonia-in-Europe-upon-Receipt-of-Initial-Positive-Human-Data-with-InflaRx-s-anti-C5a-Technology.html,https://www.nature.com/articles/d41587-020-00005-z,https://www.nature.com/articles/d41587-020-00005-z,https://www.nature.com/articles/d41587-020-00005-z,https://www.inflarx.de/Home/Investors/Press-Releases/03-2020-InflaRx-Doses-First-Patient-in-Multicenter-Randomized-Clinical-Trial-in-Severe-Progressed-COVID-19-Pneumonia-in-Europe-upon-Receipt-of-Initial-Positive-Human-Data-with-InflaRx-s-anti-C5a-Technology.html,,,,,,,04/03/2020,,,
69,No,Plitidepsin,Plitidepsin,Aplidin,Pharmamar,Therapeutic,COVID-19,Small molecule,Antiviral drugs-immunosupressive,Repurposed-Approved,CSIC,Spain,Ongoing,Anti-melanoma agent,,Phase 2,,02/00/2020,03/13/2020,,,,03/00/2020,04/00/2020,,,,,2,COVID 19,,No,,Spanish Hospitals,04/00/2020,,,,,,Rebecca Taylor,04/02/2020,,,
69,Yes,https://www.thepharmaletter.com/article/in-vitro-promise-of-aplidin-plitidepsin-for-covid-19-sends-pharmamar-upwards,https://www.thepharmaletter.com/article/in-vitro-promise-of-aplidin-plitidepsin-for-covid-19-sends-pharmamar-upwards,https://www.thepharmaletter.com/article/in-vitro-promise-of-aplidin-plitidepsin-for-covid-19-sends-pharmamar-upwards,https://www.thepharmaletter.com/article/in-vitro-promise-of-aplidin-plitidepsin-for-covid-19-sends-pharmamar-upwards,,COVID-19,https://www.drugbank.ca/drugs/DB04977,https://www.researchgate.net/publication/26280244_The_mechanism_of_action_of_plitidepsin,https://www.pharmamar.com/wp-content/uploads/2018/12/PR_Approval-APLIDIN-Australia.pdf,https://www.oncozine.com/plitidepsin-a-novel-anti-cancer-agent-possibly-active-against-covid18/,http://pharmamar.com/?lang=en,https://www.reuters.com/article/brief-pharma-mar-submits-phase-ii-clinic/brief-pharma-mar-submits-phase-ii-clinical-trial-of-aplidin-for-treatment-of-covid-19-to-spanish-medicines-agency-idUSFWN2BP1OB,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6505631/,,https://www.reuters.com/article/brief-pharma-mar-submits-phase-ii-clinic/brief-pharma-mar-submits-phase-ii-clinical-trial-of-aplidin-for-treatment-of-covid-19-to-spanish-medicines-agency-idUSFWN2BP1OB,,https://www.thepharmaletter.com/article/pharmamar-says-its-drug-aplidin-could-treat-covid-19,https://www.contractpharma.com/contents/view_breaking-news/2020-03-13/pharmamar-reports-positive-results-for-aplidin-against-coronavirus/,,,,,https://www.reuters.com/article/brief-pharma-mar-submits-phase-ii-clinic/brief-pharma-mar-submits-phase-ii-clinical-trial-of-aplidin-for-treatment-of-covid-19-to-spanish-medicines-agency-idUSFWN2BP1OB,,,,,,,,https://www.reuters.com/article/brief-pharma-mar-submits-phase-ii-clinic/brief-pharma-mar-submits-phase-ii-clinical-trial-of-aplidin-for-treatment-of-covid-19-to-spanish-medicines-agency-idUSFWN2BP1OB,,https://www.reuters.com/article/brief-pharma-mar-submits-phase-ii-clinic/brief-pharma-mar-submits-phase-ii-clinical-trial-of-aplidin-for-treatment-of-covid-19-to-spanish-medicines-agency-idUSFWN2BP1OB,https://www.reuters.com/article/brief-pharma-mar-submits-phase-ii-clinic/brief-pharma-mar-submits-phase-ii-clinical-trial-of-aplidin-for-treatment-of-covid-19-to-spanish-medicines-agency-idUSFWN2BP1OB,,,,,,,,,,
70,No,Ganovo + Ritonavir,Ganovo + Ritonavir,,Ascletis Pharma,Therapeutic,COVID-19,Small molecule,Protease Inhibitor,Repurposed-Approved,Shaoxing Government,China,Ongoing,Study patients discharged,,Phase 2,,,,,,01/25/2000,02/27/2020,03/10/2020,,,,,2,COVID19,3,No,,,,,,,,,Rebecca Taylor,04/02/2020,,,
70,Yes,,,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,No,,,,Arcturus,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Yes,,,,,,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,No,Favipiravir,Favipiravir,Avigan; favilavir,Fujifilm; Peking University First Hospital,Therapeutic,COVID-19,Small molecule,Antiviral drugs-antiretrovirals,Repurposed-Approved,,Japan,Ongoing,Japan has stockpile of 2 million.,,Phase 3,,,,,,,,,3/31/2020,,,,Not Applicable,Covid-19,150,No,11,Anhui Medical University Affiliated First Hospital - Hefei - China; Guiqiang Wang - Beijing - China; Peking University First Hospital - Beijing - China; Cancer Hospital Union Hospital Tongji Medical College Huazhong University of Science and Technology - Wuhan - China; Ezhou Central Hospital - Wuhan - China; Huoshenshan Hospital of Wuhan - Wuhan - China; Jinyintan Hospital of Wuhan - Wuhan - China; Tongji Hospital of Huazhong University of Science and Technology - Wuhan - China; West Hospital Union Hospital Huazhong University of Science and Technology - Wuhan - China; Wuhan Pulmonary Hospital - Wuhan - China; Zhongnan Hospital of Wuhan University - Wuhan - China,3/8/2020,5/31/2020,5/31/2020,,,,Matthew,4/1/2020,,,
72,Yes,,,,https://www.fujifilm.com/jp/en/news/hq/3211,https://www.fujifilm.com/jp/en/news/hq/3211,https://www.fujifilm.com/jp/en/news/hq/3211,https://www.fujifilm.com/jp/en/news/hq/3211,https://www.fujifilm.com/jp/en/news/hq/3211,https://www.fujifilm.com/jp/en/news/hq/3211,,https://www.fujifilm.com/jp/en/news/hq/3211,https://www.fujifilm.com/jp/en/news/hq/3211,https://www.fujifilm.com/jp/en/news/hq/3211,,https://www.fujifilm.com/jp/en/news/hq/3211,,,,,,,,,https://www.fujifilm.com/jp/en/news/hq/3211,,,,https://clinicaltrials.gov/ct2/show/NCT04310228,https://clinicaltrials.gov/ct2/show/NCT04310228,https://clinicaltrials.gov/ct2/show/NCT04310228,https://clinicaltrials.gov/ct2/show/NCT04310228,,https://clinicaltrials.gov/ct2/show/NCT04310228,,https://clinicaltrials.gov/ct2/show/NCT04310228,https://clinicaltrials.gov/ct2/show/NCT04310228,,,,,,,,
73,No,,,,Zydus Cadila,Vaccine - Prophylactic,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,No,,,,Sinovac,Vaccine - Prophylactic,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
